movie title,sentiment,item_id
"Professional, The (1994)",0.9656843014812518,55
Pulp Fiction (1994),0.9654590298419538,56
Priest (1994),0.4452083166929085,57
Quiz Show (1994),0.8527754407104583,58
Three Colors: Red (1994),0.978707287636799,59
Three Colors: Blue (1993),0.8946678547927163,60
Three Colors: White (1994),0.8000835966494733,61
Stargate (1994),0.972684585768162,62
"Santa Clause, The (1994)",0.9147244904162041,63
"Shawshank Redemption, The (1994)",0.990940605689125,64
What's Eating Gilbert Grape (1993),0.9688910376964772,65
While You Were Sleeping (1995),0.9654345169495804,66
Ace Ventura: Pet Detective (1994),0.8970635765285102,67
"Crow, The (1994)",0.9638446197675952,68
Forrest Gump (1994),0.9354759775585616,69
Four Weddings and a Funeral (1994),0.9574614306202144,70
"Lion King, The (1994)",0.9956057542855178,71
"Mask, The (1994)",0.9942430722287112,72
Maverick (1994),0.9423259282793314,73
Faster Pussycat! Kill! Kill! (1965),0.5718474464937147,74
Brother Minister: The Assassination of Malcolm X (1994),0.15971359226910095,75
Carlito's Way (1993),0.9472486741432692,76
"Firm, The (1993)",0.7941694175152474,77
Free Willy (1993),0.9639662656289072,78
"Fugitive, The (1993)",0.94270179549066,79
Hot Shots! Part Deux (1993),0.7864063071885494,80
"Hudsucker Proxy, The (1994)",0.9815427672334972,81
Jurassic Park (1993),0.93210965769013,82
Much Ado About Nothing (1993),0.9625399152291284,83
Robert A. Heinlein's The Puppet Masters (1994),0.4327494362562062,84
"Ref, The (1994)",0.9203996271340265,85
"Remains of the Day, The (1993)",0.9649062339477448,86
Searching for Bobby Fischer (1993),0.9687630108935724,87
Sleepless in Seattle (1993),0.9169959286998254,88
Blade Runner (1982),0.6662199212486898,89
So I Married an Axe Murderer (1993),0.9893134367316808,90
"Nightmare Before Christmas, The (1993)",0.95557074575315,91
True Romance (1993),0.9393883116275644,92
Welcome to the Dollhouse (1995),0.8728790249860565,93
Home Alone (1990),0.7458208323284592,94
Aladdin (1992),0.9716334432571362,95
Terminator 2: Judgment Day (1991),0.9225459721583906,96
Dances with Wolves (1990),0.9088618253410132,97
"Silence of the Lambs, The (1991)",0.9664758833977076,98
Snow White and the Seven Dwarfs (1937),0.9822916990639388,99
Fargo (1996),0.9376633742444388,100
Heavy Metal (1981),0.9638681457989344,101
"Aristocats, The (1970)",0.924010923395876,102
All Dogs Go to Heaven 2 (1996),0.6378226419007704,103
Theodore Rex (1995),0.004825747980531261,104
Sgt. Bilko (1996),0.8408977435389068,105
Diabolique (1996),0.9034475353706816,106
Moll Flanders (1996),0.7955942767579659,107
Kids in the Hall: Brain Candy (1996),0.9747775735625699,108
Mystery Science Theater 3000: The Movie (1996),0.4997323627952503,109
Operation Dumbo Drop (1995),0.931177316595718,110
"Truth About Cats & Dogs, The (1996)",0.9024617551801304,111
Flipper (1996),0.8609051908342703,112
"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",0.9827902104367184,113
Wallace & Gromit: The Best of Aardman Animation (1996),0.8870074172233209,114
"Haunted World of Edward D. Wood Jr., The (1995)",0.7645739198921947,115
Cold Comfort Farm (1995),0.9485495348411536,116
"Rock, The (1996)",0.9218747589244252,117
Twister (1996),0.9556372133494008,118
Maya Lin: A Strong Clear Vision (1994),0.9226365219395036,119
Striptease (1996),0.2186688688858821,120
Independence Day (ID4) (1996),0.6994368895240418,121
"Cable Guy, The (1996)",0.9343646701004532,122
"Frighteners, The (1996)",0.8991907175864584,123
Lone Star (1996),0.9284680760901298,124
Phenomenon (1996),0.9812832216655186,125
"Spitfire Grill, The (1996)",0.9309607110736488,126
"Godfather, The (1972)",0.9930510512740568,127
Supercop (1992),0.978988934385169,128
Bound (1996),0.994261986330511,129
Kansas City (1996),0.8984184065944301,130
Breakfast at Tiffany's (1961),0.9467337000716092,131
"Wizard of Oz, The (1939)",0.9783912275950852,132
Gone with the Wind (1939),0.9648661869421788,133
Citizen Kane (1941),0.917194650445994,134
2001: A Space Odyssey (1968),0.8017814759398748,135
Mr. Smith Goes to Washington (1939),0.9895012216193464,136
Big Night (1996),0.970825009983776,137
D3: The Mighty Ducks (1996),0.4183006879960218,138
"Love Bug, The (1969)",0.8198526887358746,139
Homeward Bound: The Incredible Journey (1993),0.994261986330511,140
"20,000 Leagues Under the Sea (1954)",0.8529476337693133,141
Bedknobs and Broomsticks (1971),0.995034257662816,142
"Sound of Music, The (1965)",0.9900654956755413,143
Die Hard (1988),0.9226219331974804,144
"Lawnmower Man, The (1992)",0.89549671228214,145
Unhook the Stars (1996),0.9623731176357986,146
"Long Kiss Goodnight, The (1996)",0.9052699311948827,147
"Ghost and the Darkness, The (1996)",0.9263935035532579,148
Jude (1996),0.8667247699092632,149
Swingers (1996),0.8058140990993223,150
Willy Wonka and the Chocolate Factory (1971),0.9365967250797748,151
Sleeper (1973),0.9679146589611379,152
"Fish Called Wanda, A (1988)",0.9268656641090356,153
Monty Python's Life of Brian (1979),0.9139905180503192,154
Dirty Dancing (1987),0.9902948117667856,155
Reservoir Dogs (1992),0.9141629453513259,156
Platoon (1986),0.9242720288228392,157
Weekend at Bernie's (1989),0.7968860667950298,158
Basic Instinct (1992),0.9563042641997704,159
Glengarry Glen Ross (1992),0.9100510932353671,160
Top Gun (1986),0.9192282238480219,161
On Golden Pond (1981),0.9642489796204295,162
"Return of the Pink Panther, The (1974)",0.7487723725612935,163
"Abyss, The (1989)",0.9354044948346578,164
Jean de Florette (1986),0.9940555766474648,165
Manon of the Spring (Manon des sources) (1986),0.9144605883859028,166
Private Benjamin (1980),0.9010666754041028,167
Monty Python and the Holy Grail (1974),0.923369616084389,168
"Wrong Trousers, The (1993)",0.9275664013553568,169
Cinema Paradiso (1988),0.9951690399944434,170
Delicatessen (1991),0.9124340724166772,171
"Empire Strikes Back, The (1980)",0.9410741018232808,172
"Princess Bride, The (1987)",0.9901322699133392,173
Raiders of the Lost Ark (1981),0.959018452740913,174
Brazil (1985),0.9813729123221034,175
Aliens (1986),0.014597818062901653,176
"Good, The Bad and The Ugly, The (1966)",0.9383157978920852,177
12 Angry Men (1957),0.9525380317474516,178
"Clockwork Orange, A (1971)",0.8829788542452229,179
Apocalypse Now (1979),0.8246542532527041,180
Return of the Jedi (1983),0.9795062770972859,181
GoodFellas (1990),0.991499942490886,182
Alien (1979),0.014597818062901653,183
Army of Darkness (1993),0.7715539217605858,184
Psycho (1960),0.7007336819780142,185
"Blues Brothers, The (1980)",0.9755280060603662,186
"Godfather: Part II, The (1974)",0.9466918131734076,187
Full Metal Jacket (1987),0.8987173043850872,188
"Grand Day Out, A (1992)",0.9009874272629398,189
Henry V (1989),0.9068003385023264,190
Amadeus (1984),0.9239545057750106,191
Raging Bull (1980),0.9488104611966972,192
"Right Stuff, The (1983)",0.9207372861500605,193
"Sting, The (1973)",0.9359242762555492,194
"Terminator, The (1984)",0.9225459721583906,195
Dead Poets Society (1989),0.9931081431648512,196
"Graduate, The (1967)",0.9553126948364776,197
Nikita (La Femme Nikita) (1990),0.95982356216133,198
"Bridge on the River Kwai, The (1957)",0.9587966165233006,199
"Shining, The (1980)",0.974276334702728,200
Evil Dead II (1987),0.8329133585616522,201
Groundhog Day (1993),0.8591756380202239,202
Unforgiven (1992),0.9190097720281544,203
Back to the Future (1985),0.9963871739963296,204
Patton (1970),0.7574567881311693,205
Akira (1988),0.9538414856542752,206
Cyrano de Bergerac (1990),0.9909855003722609,207
Young Frankenstein (1974),0.8841031922173632,208
This Is Spinal Tap (1984),0.9295675043848172,209
Indiana Jones and the Last Crusade (1989),0.9738448126117142,210
M*A*S*H (1970),0.9656872019944438,211
"Unbearable Lightness of Being, The (1988)",0.8904891778141135,212
"Room with a View, A (1986)",0.9832217737036864,213
Pink Floyd - The Wall (1982),0.9536997971608762,214
Field of Dreams (1989),0.9830694056405981,215
When Harry Met Sally... (1989),0.9898184435047648,216
Bram Stoker's Dracula (1992),0.7997795083901581,217
Cape Fear (1991),0.8098541487332745,218
"Nightmare on Elm Street, A (1984)",0.8971298867738958,219
"Mirror Has Two Faces, The (1996)",0.8518595785921731,220
Breaking the Waves (1996),0.951094239888582,221
Star Trek: First Contact (1996),0.8719820247059504,222
Sling Blade (1996),0.9552449778844406,223
Ridicule (1996),0.2090460410279208,224
101 Dalmatians (1996),0.9498728494556704,225
Die Hard 2 (1990),0.5544539663036226,226
Star Trek VI: The Undiscovered Country (1991),0.9411855375386008,227
Star Trek: The Wrath of Khan (1982),0.967500408366524,228
Star Trek III: The Search for Spock (1984),0.6082515966957021,229
Star Trek IV: The Voyage Home (1986),0.9174545872508728,230
Batman Returns (1992),0.939552615307296,231
Young Guns (1988),0.8875533356805276,232
Under Siege (1992),0.4525289618079698,233
Jaws (1975),0.860506353906177,234
Mars Attacks! (1996),0.7462193542162848,235
Citizen Ruth (1996),0.8934714419325737,236
Jerry Maguire (1996),0.9602430438853008,237
Raising Arizona (1987),0.9750535828742471,238
Sneakers (1992),0.9777494272719296,239
Beavis and Butt-head Do America (1996),0.8620839585917364,240
"Last of the Mohicans, The (1992)",0.9689097719648284,241
Kolya (1996),0.9035124647146529,242
Jungle2Jungle (1997),0.6206408367531097,243
Smilla's Sense of Snow (1997),0.8083896916024846,244
"Devil's Own, The (1997)",0.4329980870791846,245
Chasing Amy (1997),0.9531555123217704,246
Turbo: A Power Rangers Movie (1997),0.1879710699877772,247
Grosse Pointe Blank (1997),0.9453654543961744,248
Austin Powers: International Man of Mystery (1997),0.7979350546861304,249
"Fifth Element, The (1997)",0.9617480783998652,250
Shall We Dance? (1996),0.9753314891006256,251
"Lost World: Jurassic Park, The (1997)",0.6911906801951839,252
"Pillow Book, The (1995)",0.7784670627586935,253
Batman & Robin (1997),0.5563790699183624,254
My Best Friend's Wedding (1997),0.7534648781837656,255
When the Cats Away (Chacun cherche son chat) (1996),0.8758094944557893,256
Men in Black (1997),0.9326575250496508,257
Contact (1997),0.9477084057242008,258
George of the Jungle (1997),0.7626767354540773,259
Event Horizon (1997),0.925949797465009,260
Air Bud (1997),0.6917371389528673,261
In the Company of Men (1997),0.9125866538814816,262
Steel (1997),0.43457303960281096,263
Mimic (1997),0.6552517953185321,264
"Hunt for Red October, The (1990)",0.8620995479685771,265
Kull the Conqueror (1997),0.6547519672561829,266
unknown,0.7754293281542562,267
Chasing Amy (1997),0.9531555123217704,268
"Full Monty, The (1997)",0.9789472236990914,269
Gattaca (1997),0.9785725686621424,270
Starship Troopers (1997),0.9635355683784822,271
Good Will Hunting (1997),0.9742797713050092,272
Heat (1995),0.9858020651178794,273
Sabrina (1995),0.9456093979102936,274
Sense and Sensibility (1995),0.9880769096829484,275
Leaving Las Vegas (1995),0.9579184661424404,276
Restoration (1995),0.9580666889804608,277
Bed of Roses (1996),0.9428830403607024,278
Once Upon a Time... When We Were Colored (1995),0.8079158222331053,279
Up Close and Personal (1996),0.9552797103143036,280
"River Wild, The (1994)",0.9321475983288336,281
"Time to Kill, A (1996)",0.7216865501709303,282
Emma (1996),0.9861065360928732,283
Tin Cup (1996),0.8675025692809875,284
Secrets & Lies (1996),0.8226709968775273,285
"English Patient, The (1996)",0.9783250800981864,286
Marvin's Room (1996),0.9704988984425028,287
Scream (1996),0.9563241779198648,288
Evita (1996),0.9452112249736682,289
Fierce Creatures (1997),0.8461208822612517,290
Absolute Power (1997),0.5986356486520763,291
Rosewood (1997),0.9026755941007524,292
Donnie Brasco (1997),0.8802680763855272,293
Liar Liar (1997),0.4689860681770026,294
Breakdown (1997),0.8908168011721282,295
"Promesse, La (1996)",0.9258273969526843,296
Ulee's Gold (1997),0.922005962548655,297
Face/Off (1997),0.9336695595233748,298
Hoodlum (1997),0.8646237044885885,299
Air Force One (1997),0.5831462844073518,300
In & Out (1997),0.8341648824778687,301
L.A. Confidential (1997),0.9846453326842242,302
Ulee's Gold (1997),0.922005962548655,303
Fly Away Home (1996),0.98194053514071,304
"Ice Storm, The (1997)",0.9743454592936082,305
"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",0.98270818259184,306
"Devil's Advocate, The (1997)",0.9879136968352148,307
FairyTale: A True Story (1997),0.9533161702348198,308
Deceiver (1997),0.9419654064089324,309
"Rainmaker, The (1997)",0.9331874388250418,310
"Wings of the Dove, The (1997)",0.9710976733622556,311
Midnight in the Garden of Good and Evil (1997),0.8993713732432262,312
Titanic (1997),0.9471096907150484,313
3 Ninjas: High Noon At Mega Mountain (1998),0.029633296625395326,314
Apt Pupil (1998),0.8838636240718613,315
As Good As It Gets (1997),0.9920025741503934,316
In the Name of the Father (1993),0.9635196344832496,317
Schindler's List (1993),0.2937168997135952,318
Everyone Says I Love You (1996),0.9672728727673868,319
Paradise Lost: The Child Murders at Robin Hood Hills (1996),0.3152193895737201,320
Mother (1996),0.9919875929263741,321
Murder at 1600 (1997),0.6742630987329437,322
Dante's Peak (1997),0.8996856518337495,323
Lost Highway (1997),0.8751059240279297,324
Crash (1996),0.6630725226645333,325
G.I. Jane (1997),0.4563477266230208,326
Cop Land (1997),0.8822420396711178,327
Conspiracy Theory (1997),0.9629855310790384,328
Desperate Measures (1998),0.4972968144204986,329
187 (1997),0.896345719072259,330
"Edge, The (1997)",0.8303690283459729,331
Kiss the Girls (1997),0.9031323092766798,332
"Game, The (1997)",0.9764930596998092,333
U Turn (1997),0.8746736145209586,334
How to Be a Player (1997),0.3690048787859953,335
Playing God (1997),0.6540839058549351,336
"House of Yes, The (1997)",0.9309289884465776,337
Bean (1997),0.9205228771978432,338
Mad City (1997),0.9581515332617524,339
Boogie Nights (1997),0.9397130183088682,340
Critical Care (1997),0.8381649309940253,341
"Man Who Knew Too Little, The (1997)",0.8847064847257861,342
Alien: Resurrection (1997),0.27690684348361994,343
"Apostle, The (1997)",0.9211710900726692,344
Deconstructing Harry (1997),0.8992963870483219,345
Jackie Brown (1997),0.9147925462210346,346
Wag the Dog (1997),0.9290932649030498,347
Desperate Measures (1998),0.4972968144204986,348
Hard Rain (1998),0.8598260324461671,349
Fallen (1998),0.5543008221759881,350
"Prophecy II, The (1998)",0.4713285016795745,351
Spice World (1997),0.7806227640647735,352
Deep Rising (1998),0.7970520550231639,353
"Wedding Singer, The (1998)",0.9248806712931996,354
Sphere (1998),0.780618006797135,355
"Client, The (1994)",0.36827039567973424,356
One Flew Over the Cuckoo's Nest (1975),0.9831066910241842,357
Spawn (1997),0.1910212896949833,358
"Assignment, The (1997)",0.5201841305014275,359
Wonderland (1997),0.2719333933999405,360
Incognito (1997),0.7955964816245078,361
Blues Brothers 2000 (1998),0.19719193310177396,362
Sudden Death (1995),0.7507074518388788,363
Ace Ventura: When Nature Calls (1995),0.9283159369307858,364
Powder (1995),0.9544226544731548,365
Dangerous Minds (1995),0.9148527901725853,366
Clueless (1995),0.9451257661461177,367
Bio-Dome (1996),0.01923772801935435,368
Black Sheep (1996),0.9241831129335136,369
Mary Reilly (1996),0.9311153304626464,370
"Bridges of Madison County, The (1995)",0.9769842674217564,371
Jeffrey (1995),0.4818552776794165,372
Judge Dredd (1995),0.8059835127443713,373
Mighty Morphin Power Rangers: The Movie (1995),0.5230179065538,374
Showgirls (1995),0.357840774646168,375
Houseguest (1994),0.7503192768199779,376
Heavyweights (1994),0.8197313982739108,377
Miracle on 34th Street (1994),0.7658223800124007,378
Tales From the Crypt Presents: Demon Knight (1995),0.9368282805207472,379
Star Trek: Generations (1994),0.9803220984739721,380
Muriel's Wedding (1994),0.8837495031345054,381
"Adventures of Priscilla, Queen of the Desert, The (1994)",0.980679448866078,382
"Flintstones, The (1994)",0.9263059006239892,383
Naked Gun 33 1/3: The Final Insult (1994),0.902337330063142,384
True Lies (1994),0.970786042377212,385
Addams Family Values (1993),0.9345640746306938,386
"Age of Innocence, The (1993)",0.9653775397411808,387
Beverly Hills Cop III (1994),0.3882608725804961,388
Black Beauty (1994),0.9846880483991648,389
Fear of a Black Hat (1993),0.9047291678307208,390
Last Action Hero (1993),0.8958875756551237,391
"Man Without a Face, The (1993)",0.9724733190332648,392
Mrs. Doubtfire (1993),0.9765445329973796,393
Radioland Murders (1994),0.9355945079417743,394
Robin Hood: Men in Tights (1993),0.9407024926710704,395
Serial Mom (1994),0.9497453464037904,396
Striking Distance (1993),0.8177563725367571,397
Super Mario Bros. (1993),0.8173923309653078,398
"Three Musketeers, The (1993)",0.2302392852888989,399
"Little Rascals, The (1994)",0.9719706006469654,400
"Brady Bunch Movie, The (1995)",0.9084342777815014,401
Ghost (1990),0.21375881880061506,402
Batman (1989),0.5563790699183624,403
Pinocchio (1940),0.956137021959682,404
Mission: Impossible (1996),0.929785836069181,405
Thinner (1996),0.3787914739546819,406
Spy Hard (1996),0.8249124565987731,407
"Close Shave, A (1995)",0.8787110028355312,408
Jack (1996),0.13657214484126065,409
Kingpin (1996),0.8098486155492988,410
"Nutty Professor, The (1996)",0.7839640696126702,411
"Very Brady Sequel, A (1996)",0.6921926761172057,412
Tales from the Crypt Presents: Bordello of Blood (1996),0.5811848543984933,413
My Favorite Year (1982),0.971576241692107,414
"Apple Dumpling Gang, The (1975)",0.7476590553515651,415
Old Yeller (1957),0.9271306085382602,416
"Parent Trap, The (1961)",0.9725737841176018,417
Cinderella (1950),0.987515148184217,418
Mary Poppins (1964),0.9907706831871692,419
Alice in Wonderland (1951),0.2719333933999405,420
William Shakespeare's Romeo and Juliet (1996),0.8664139936522038,421
Aladdin and the King of Thieves (1996),0.8871434281646585,422
E.T. the Extra-Terrestrial (1982),0.9992152974902332,423
Children of the Corn: The Gathering (1996),0.7849426244603525,424
Bob Roberts (1992),0.5501105994297678,425
"Transformers: The Movie, The (1986)",0.9718829647089,426
To Kill a Mockingbird (1962),0.9768020813080212,427
Harold and Maude (1971),0.8872349685261246,428
"Day the Earth Stood Still, The (1951)",0.05006051302261813,429
Duck Soup (1933),0.9712876809099684,430
Highlander (1986),0.9177132516643308,431
Fantasia (1940),0.9859506874656362,432
Heathers (1989),0.8070922904224507,433
Forbidden Planet (1956),0.9877111518555501,434
Butch Cassidy and the Sundance Kid (1969),0.9615686944537828,435
"American Werewolf in London, An (1981)",0.9522704930293536,436
Amityville 1992: It's About Time (1992),0.4663909159993738,437
Amityville 3-D (1983),0.5116274698500514,438
Amityville: A New Generation (1993),0.3353529680601816,439
Amityville II: The Possession (1982),0.6810678443428483,440
"Amityville Horror, The (1979)",0.25816627813680737,441
"Amityville Curse, The (1990)",0.04959541425580977,442
"Birds, The (1963)",0.9493881206333696,443
"Blob, The (1958)",0.8351872222018186,444
"Body Snatcher, The (1945)",0.9478987689637158,445
Burnt Offerings (1976),0.8739454884833308,446
Carrie (1976),0.9334726914669018,447
"Omen, The (1976)",0.8850262350665272,448
Star Trek: The Motion Picture (1979),0.6622544528049928,449
Star Trek V: The Final Frontier (1989),0.07818183592624951,450
Grease (1978),0.9436785984206522,451
Jaws 2 (1978),0.4668201574716621,452
Jaws 3-D (1983),0.0511633994455088,453
Bastard Out of Carolina (1996),0.8719970970166679,454
Jackie Chan's First Strike (1996),0.9671754213136324,455
Beverly Hills Ninja (1997),0.7581604692590904,456
Free Willy 3: The Rescue (1997),0.831912777124207,457
Nixon (1995),0.4320923371875861,458
"Cry, the Beloved Country (1995)",0.6820266851058177,459
"Crossing Guard, The (1995)",0.6353161766201497,460
Smoke (1995),0.943250515982044,461
Like Water For Chocolate (Como agua para chocolate) (1992),0.9052357369235996,462
"Secret of Roan Inish, The (1994)",0.9622640713526804,463
Vanya on 42nd Street (1994),0.8243013220297697,464
"Jungle Book, The (1994)",0.6577187191974195,465
Red Rock West (1992),0.9468109747483616,466
"Bronx Tale, A (1993)",0.9803922075015952,467
Rudy (1993),0.9219978214128358,468
Short Cuts (1993),0.8851876379520099,469
Tombstone (1993),0.9456995521840816,470
Courage Under Fire (1996),0.93231103043597,471
Dragonheart (1996),0.9202204750251328,472
James and the Giant Peach (1996),0.9719770670502657,473
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),0.9936558103865084,474
Trainspotting (1996),0.8369107788053133,475
"First Wives Club, The (1996)",0.7025600859129121,476
Matilda (1996),0.7798769048612274,477
"Philadelphia Story, The (1940)",0.9759965406103828,478
Vertigo (1958),0.9612863484550416,479
North by Northwest (1959),0.9354713685012972,480
"Apartment, The (1960)",0.9651172276690708,481
Some Like It Hot (1959),0.9573300449399108,482
Casablanca (1942),0.9378288461052164,483
"Maltese Falcon, The (1941)",0.9004473326208533,484
My Fair Lady (1964),0.7569261815741999,485
Sabrina (1954),0.9456093979102936,486
Roman Holiday (1953),0.9210141254241354,487
Sunset Blvd. (1950),0.9623899548274576,488
Notorious (1946),0.6843742931712069,489
To Catch a Thief (1955),0.93179271041796,490
"Adventures of Robin Hood, The (1938)",0.9751278960574948,491
East of Eden (1955),0.942692175958528,492
"Thin Man, The (1934)",0.9586466371280162,493
His Girl Friday (1940),0.8608241643105318,494
Around the World in 80 Days (1956),0.959627120610016,495
It's a Wonderful Life (1946),0.9963188419295128,496
Bringing Up Baby (1938),0.8565385634785633,497
"African Queen, The (1951)",0.9743390508983879,498
Cat on a Hot Tin Roof (1958),0.8400770447888879,499
Fly Away Home (1996),0.98194053514071,500
Dumbo (1941),0.8886079251611942,501
Bananas (1971),0.8262391898201233,502
"Candidate, The (1972)",0.4823420362663013,503
Bonnie and Clyde (1967),0.8256854149468184,504
Dial M for Murder (1954),0.9302192058520024,505
Rebel Without a Cause (1955),0.9310653956584256,506
"Streetcar Named Desire, A (1951)",0.9209144752621284,507
"People vs. Larry Flynt, The (1996)",0.8508361724450791,508
My Left Foot (1989),0.9866192814852836,509
"Magnificent Seven, The (1954)",0.2213057359951712,510
Lawrence of Arabia (1962),0.9441389566026368,511
Wings of Desire (1987),0.9825708346403244,512
"Third Man, The (1949)",0.9912230680479308,513
Annie Hall (1977),0.8912464994543081,514
"Boot, Das (1981)",0.9460616484808588,515
Local Hero (1983),0.9862410278847256,516
Manhattan (1979),0.6125243733125858,517
Miller's Crossing (1990),0.9883323231339344,518
"Treasure of the Sierra Madre, The (1948)",0.8692441751944753,519
"Great Escape, The (1963)",0.9625821059075941,520
"Deer Hunter, The (1978)",0.8768150913401619,521
Down by Law (1986),0.940840679908758,522
Cool Hand Luke (1967),0.9392973233842564,523
"Great Dictator, The (1940)",0.906262991609536,524
"Big Sleep, The (1946)",0.7923968219834038,525
Ben-Hur (1959),0.4171870239737606,526
Gandhi (1982),0.9740586969366944,527
"Killing Fields, The (1984)",0.9002263438662,528
My Life as a Dog (Mitt liv som hund) (1985),0.9897942837727441,529
"Man Who Would Be King, The (1975)",0.9520657112115198,530
Shine (1996),0.974276334702728,531
Kama Sutra: A Tale of Love (1996),0.9739052171712216,532
"Daytrippers, The (1996)",0.9866488436520792,533
Traveller (1997),0.9346938334717488,534
Addicted to Love (1997),0.8245125814391974,535
Ponette (1996),0.8833414269087371,536
My Own Private Idaho (1991),0.9359868201300336,537
Anastasia (1997),0.9884747714385852,538
Mouse Hunt (1997),0.9561317573297116,539
Money Train (1995),0.8309903932012375,540
Mortal Kombat (1995),0.8781615147645735,541
Pocahontas (1995),0.9503051598081094,542
"Misérables, Les (1995)",0.8332288510715427,543
Things to Do in Denver when You're Dead (1995),0.9629304879773816,544
Vampire in Brooklyn (1995),0.41811372858446216,545
Broken Arrow (1996),0.7048361251552704,546
"Young Poisoner's Handbook, The (1995)",0.9139195329075084,547
"NeverEnding Story III, The (1994)",0.10578011951859093,548
Rob Roy (1995),0.9175804497310598,549
Die Hard: With a Vengeance (1995),0.8923555994144292,550
Lord of Illusions (1995),0.9067624543054312,551
Species (1995),0.7023976269221253,552
"Walk in the Clouds, A (1995)",0.9852902297879864,553
Waterworld (1995),0.7569339070657415,554
White Man's Burden (1995),0.498206536854628,555
Wild Bill (1995),0.9384934933566966,556
Farinelli: il castrato (1994),0.8136393199631959,557
Heavenly Creatures (1994),0.9445800338061322,558
Interview with the Vampire (1994),0.7390019604652358,559
"Kid in King Arthur's Court, A (1995)",0.8055375145113385,560
Mary Shelley's Frankenstein (1994),0.9294548685597278,561
"Quick and the Dead, The (1995)",0.8473048475024129,562
Stephen King's The Langoliers (1995),0.4893118821641673,563
Tales from the Hood (1995),0.8765049428209561,564
Village of the Damned (1995),0.6630964262072571,565
Clear and Present Danger (1994),0.8774548609999899,566
Wes Craven's New Nightmare (1994),0.8629196156566442,567
Speed (1994),0.2027242661424556,568
Wolf (1994),0.8093119311944367,569
Wyatt Earp (1994),0.8243910484425773,570
Another Stakeout (1993),0.5799178886172949,571
Blown Away (1994),0.7127178073827927,572
Body Snatchers (1993),0.9478987689637158,573
Boxing Helena (1993),0.43654118788966795,574
City Slickers II: The Legend of Curly's Gold (1994),0.734101277657334,575
Cliffhanger (1993),0.9174110614386148,576
Coneheads (1993),0.8505777203372853,577
Demolition Man (1993),0.9281591067079541,578
Fatal Instinct (1993),0.8926481299966303,579
"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",0.9742339666047904,580
Kalifornia (1993),0.9283116941066679,581
"Piano, The (1993)",0.8470081314578138,582
Romeo Is Bleeding (1993),0.9609000192044312,583
"Secret Garden, The (1993)",0.9947179162494412,584
Son in Law (1993),0.8302928264746131,585
Terminal Velocity (1994),0.7912083960551358,586
"Hour of the Pig, The (1993)",0.9222162358720858,587
Beauty and the Beast (1991),0.022665549155020483,588
